target_id,pref_name,organism,target_type_id,n_compounds
CHEMBL3199,Acetylcholinesterase,Rattus norvegicus,SINGLE PROTEIN,894
CHEMBL320,Muscarinic acetylcholine receptor M3,Rattus norvegicus,SINGLE PROTEIN,298
CHEMBL3200,Sialidase 2,Homo sapiens,SINGLE PROTEIN,13
CHEMBL3201,Aryl hydrocarbon receptor,Homo sapiens,SINGLE PROTEIN,212
CHEMBL3202,Prolyl endopeptidase,Homo sapiens,SINGLE PROTEIN,338
CHEMBL3203,4-hydroxyphenylpyruvate dioxygenase,Sus scrofa,SINGLE PROTEIN,57
CHEMBL3204,Plasminogen,Rattus norvegicus,SINGLE PROTEIN,57
CHEMBL3206,Adenosine deaminase,Mus musculus,SINGLE PROTEIN,3
CHEMBL3207,Somatostatin receptor 2,Mus musculus,SINGLE PROTEIN,13
CHEMBL3208,Cellular retinoic acid-binding protein I,Mus musculus,SINGLE PROTEIN,14
CHEMBL321,Matrix metalloproteinase 9,Homo sapiens,SINGLE PROTEIN,2615
CHEMBL3211,"CMP-N-acetylneuraminate-beta-1,4-galactoside alpha-2,3-sialyltransferase",Rattus norvegicus,SINGLE PROTEIN,2
CHEMBL3212,Vitamin k epoxide reductase complex subunit 1 isoform 1,Bos taurus,SINGLE PROTEIN,14
CHEMBL3213,Calcium-independent phospholipase A2,Homo sapiens,SINGLE PROTEIN,4
CHEMBL3214,"Beta-1,4-galactosyltransferase 1",Bos taurus,SINGLE PROTEIN,14
CHEMBL3216,Carnitine palmitoyltransferase 1B,Rattus norvegicus,SINGLE PROTEIN,23
CHEMBL3217,"Vacuolar ATP synthase subunit B, kidney isoform",Homo sapiens,SINGLE PROTEIN,5
CHEMBL3218,CD22,Homo sapiens,SINGLE PROTEIN,33
CHEMBL3219,Cholesterol esterase,Homo sapiens,SINGLE PROTEIN,16
CHEMBL322,Serotonin 2a (5-HT2a) receptor,Rattus norvegicus,SINGLE PROTEIN,1648
CHEMBL3222,Delta opioid receptor,Mus musculus,SINGLE PROTEIN,1086
CHEMBL3223,Serotonin 7 (5-HT7) receptor,Rattus norvegicus,SINGLE PROTEIN,365
CHEMBL3224,C-8 sterol isomerase,Saccharomyces cerevisiae S288c,SINGLE PROTEIN,43
CHEMBL3225,Arachidonate 12-lipoxygenase,Mus musculus,SINGLE PROTEIN,28
CHEMBL3226,Imidazoleglycerol-phosphate dehydratase,Cryptococcus neoformans var. neoformans B-3501A,SINGLE PROTEIN,31
CHEMBL3227,Metabotropic glutamate receptor 5,Homo sapiens,SINGLE PROTEIN,1584
CHEMBL3228,Metabotropic glutamate receptor 8,Homo sapiens,SINGLE PROTEIN,43
CHEMBL3229,Anandamide amidohydrolase,Rattus norvegicus,SINGLE PROTEIN,1240
CHEMBL323,Serotonin 2b (5-HT2b) receptor,Rattus norvegicus,SINGLE PROTEIN,213
CHEMBL3230,Sphingosine 1-phosphate receptor Edg-6,Homo sapiens,SINGLE PROTEIN,573
CHEMBL3231,Rho-associated protein kinase 1,Homo sapiens,SINGLE PROTEIN,1480
CHEMBL3234,Tyrosine-protein kinase HCK,Homo sapiens,SINGLE PROTEIN,413
CHEMBL3235,Isoleucyl-tRNA synthetase,Homo sapiens,SINGLE PROTEIN,38
CHEMBL3236,Protein-tyrosine phosphatase G1,Homo sapiens,SINGLE PROTEIN,93
CHEMBL3237,Cytochrome P450 11B2,Rattus norvegicus,SINGLE PROTEIN,7
CHEMBL3238,Carnitine palmitoyltransferase 2,Homo sapiens,SINGLE PROTEIN,15
CHEMBL3239,Liver glycogen phosphorylase,Rattus norvegicus,SINGLE PROTEIN,12
CHEMBL324,Serotonin 2c (5-HT2c) receptor,Rattus norvegicus,SINGLE PROTEIN,575
CHEMBL3240,Insulin-like growth factor II receptor,Homo sapiens,SINGLE PROTEIN,12
CHEMBL3241,Histamine N-methyltransferase,Rattus norvegicus,SINGLE PROTEIN,36
CHEMBL3242,Carbonic anhydrase XII,Homo sapiens,SINGLE PROTEIN,949
CHEMBL3243,Leukocyte common antigen,Homo sapiens,SINGLE PROTEIN,272
CHEMBL3244,Sulfonylurea receptor 2,Rattus norvegicus,SINGLE PROTEIN,27
CHEMBL3246,Glycine receptor subunit alpha-1,Rattus norvegicus,SINGLE PROTEIN,15
CHEMBL3247,HMG-CoA reductase,Rattus norvegicus,SINGLE PROTEIN,777
CHEMBL3248,Trehalase,Rattus norvegicus,SINGLE PROTEIN,11
CHEMBL325,Histone deacetylase 1,Homo sapiens,SINGLE PROTEIN,1891
CHEMBL3250,Lysophosphatidic acid receptor Edg-7,Homo sapiens,SINGLE PROTEIN,157
CHEMBL3251,Nuclear factor NF-kappa-B p105 subunit,Homo sapiens,SINGLE PROTEIN,89
CHEMBL3252,Beta-1 adrenergic receptor,Rattus norvegicus,SINGLE PROTEIN,172
CHEMBL3253,Serum albumin,Homo sapiens,SINGLE PROTEIN,93
CHEMBL3254,Monoamine oxidase A,Bos taurus,SINGLE PROTEIN,190
CHEMBL3255,Activating transcription factor 1,Homo sapiens,SINGLE PROTEIN,31
CHEMBL3257,Aldehyde oxidase,Homo sapiens,SINGLE PROTEIN,15
CHEMBL3258,Leucyl-tRNA synthetase,Homo sapiens,SINGLE PROTEIN,14
CHEMBL3259,Aminopeptidase N,Rattus norvegicus,SINGLE PROTEIN,4
CHEMBL326,Alpha-1d adrenergic receptor,Rattus norvegicus,SINGLE PROTEIN,737
CHEMBL3261,Inositol-trisphosphate 3-kinase A,Rattus norvegicus,SINGLE PROTEIN,6
CHEMBL3262,Lanosterol synthase,Rattus norvegicus,SINGLE PROTEIN,78
CHEMBL3263,Histamine H3 receptor,Mus musculus,SINGLE PROTEIN,68
CHEMBL3266,Retinoic acid receptor beta,Mus musculus,SINGLE PROTEIN,20
CHEMBL3267,PI3-kinase p110-gamma subunit,Homo sapiens,SINGLE PROTEIN,1273
CHEMBL3268,PI4-kinase beta subunit,Homo sapiens,SINGLE PROTEIN,199
CHEMBL327,Alpha-2a adrenergic receptor,Rattus norvegicus,SINGLE PROTEIN,59
CHEMBL3272,Cathepsin L2,Homo sapiens,SINGLE PROTEIN,157
CHEMBL3273,Sodium/hydrogen exchanger 3,Homo sapiens,SINGLE PROTEIN,3
CHEMBL3275,NAD-dependent histone deacetylase SIR2,Saccharomyces cerevisiae S288c,SINGLE PROTEIN,26
CHEMBL3277,Uracil-DNA glycosylase,Homo sapiens,SINGLE PROTEIN,14
CHEMBL3278,Ghrelin receptor,Rattus norvegicus,SINGLE PROTEIN,39
CHEMBL328,GABA receptor alpha-3 subunit,Rattus norvegicus,SINGLE PROTEIN,3
CHEMBL3284,Alcohol dehydrogenase beta chain,Homo sapiens,SINGLE PROTEIN,13
CHEMBL3285,Alcohol dehydrogenase gamma chain,Homo sapiens,SINGLE PROTEIN,18
CHEMBL3286,Urokinase-type plasminogen activator,Homo sapiens,SINGLE PROTEIN,1002
CHEMBL3287,Interleukin-2 receptor alpha chain,Mus musculus,SINGLE PROTEIN,23
CHEMBL3288,Ryanodine receptor 1,Oryctolagus cuniculus,SINGLE PROTEIN,18
CHEMBL3289,"Arachidonate 15-lipoxygenase, type II",Rattus norvegicus,SINGLE PROTEIN,10
CHEMBL329,Type-1A angiotensin II receptor,Rattus norvegicus,SINGLE PROTEIN,146
CHEMBL3290,Ephrin type-B receptor 2,Homo sapiens,SINGLE PROTEIN,120
CHEMBL3291,Phosphofructokinase muscle type,Homo sapiens,SINGLE PROTEIN,1
CHEMBL3295,Pepsin A,Homo sapiens,SINGLE PROTEIN,42
CHEMBL3299,Src homology 2 domain containing transforming protein C2,Homo sapiens,SINGLE PROTEIN,1
CHEMBL330,Glutamate (NMDA) receptor subunit zeta 1,Rattus norvegicus,SINGLE PROTEIN,802
CHEMBL3300,Ectonucleoside triphosphate diphosphohydrolase 2,Rattus norvegicus,SINGLE PROTEIN,4
CHEMBL3301,Prolyl 4-hydroxylase alpha-1 subunit,Rattus norvegicus,SINGLE PROTEIN,4
CHEMBL3305,Testis-specific androgen-binding protein,Homo sapiens,SINGLE PROTEIN,105
CHEMBL3308,Caspase-6,Homo sapiens,SINGLE PROTEIN,200
CHEMBL3309,Neuropeptide Y receptor type 2,Rattus norvegicus,SINGLE PROTEIN,62
CHEMBL331,Cyclin-dependent kinase 4,Homo sapiens,SINGLE PROTEIN,603
CHEMBL3310,Histone deacetylase 11,Homo sapiens,SINGLE PROTEIN,77
CHEMBL3311,LDL receptor,Homo sapiens,SINGLE PROTEIN,17
CHEMBL3312,Sodium channel protein type IX alpha subunit,Rattus norvegicus,SINGLE PROTEIN,5
CHEMBL3313,Vesicular acetylcholine transporter,Torpedo californica,SINGLE PROTEIN,88
CHEMBL3314,Alpha-chymotrypsin,Bos taurus,SINGLE PROTEIN,248
CHEMBL3317,5-lipoxygenase,Solanum tuberosum,SINGLE PROTEIN,32
CHEMBL3318,Tyrosinase,Agaricus bisporus,SINGLE PROTEIN,318
CHEMBL3319,Branched-chain-amino-acid transferase,Rattus norvegicus,SINGLE PROTEIN,1
CHEMBL332,Matrix metalloproteinase-1,Homo sapiens,SINGLE PROTEIN,3459
CHEMBL3320,Tryptase alpha/beta-1,Rattus norvegicus,SINGLE PROTEIN,1
CHEMBL3321,Monoglyceride lipase,Rattus norvegicus,SINGLE PROTEIN,89
CHEMBL3322,Prostanoid IP receptor,Rattus norvegicus,SINGLE PROTEIN,3
CHEMBL3323,Cytochrome P450 3A1,Rattus norvegicus,SINGLE PROTEIN,11
CHEMBL3325,"Oligopeptide transporter, kidney isoform",Rattus norvegicus,SINGLE PROTEIN,31
CHEMBL3326,Beta-lactamase L1,Stenotrophomonas maltophilia,SINGLE PROTEIN,46
CHEMBL3327,Dihydrofolate reductase,Cryptosporidium hominis,SINGLE PROTEIN,4
CHEMBL3328,Deoxyuridine triphosphatase,Trypanosoma cruzi (strain CL Brener),SINGLE PROTEIN,1
CHEMBL333,Matrix metalloproteinase-2,Homo sapiens,SINGLE PROTEIN,3617
CHEMBL3331,Cyclooxygenase-2,Bos taurus,SINGLE PROTEIN,23
CHEMBL3332,ADAM17,Sus scrofa,SINGLE PROTEIN,373
CHEMBL3333,Phosphodiesterase 4A,Sus scrofa,SINGLE PROTEIN,74
CHEMBL3334,Cyclooxygenase-1,Oryctolagus cuniculus,SINGLE PROTEIN,16
CHEMBL3335,Cytochrome P450 2B1,Rattus norvegicus,SINGLE PROTEIN,56
CHEMBL3336,Protein-tyrosine phosphatase 1B,Mus musculus,SINGLE PROTEIN,6
CHEMBL3337,Vascular endothelial growth factor receptor 2,Mus musculus,SINGLE PROTEIN,102
CHEMBL3338,Squalene synthetase,Homo sapiens,SINGLE PROTEIN,237
CHEMBL3343,Tyrosine-protein kinase BLK,Mus musculus,SINGLE PROTEIN,9
CHEMBL3344,Fatty acid binding protein muscle,Homo sapiens,SINGLE PROTEIN,65
CHEMBL3345,3-dehydroquinate dehydratase,Mycobacterium tuberculosis,SINGLE PROTEIN,32
CHEMBL3346,Human T-cell leukemia virus type I protease,Human T-cell leukemia virus 1 (strain Japan ATK-1 subtype A) (HTLV-1),SINGLE PROTEIN,29
CHEMBL3348,Heme oxygenase 2,Rattus norvegicus,SINGLE PROTEIN,60
CHEMBL3349,Cathepsin K,Oryctolagus cuniculus,SINGLE PROTEIN,101
CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,2063
CHEMBL3350,Penicillin-binding protein 4,Streptomyces sp. R61,SINGLE PROTEIN,6
CHEMBL3351,Acetyl-CoA carboxylase 1,Homo sapiens,SINGLE PROTEIN,260
CHEMBL3353,Glutamate racemase,Lactobacillus fermentum,SINGLE PROTEIN,4
CHEMBL3354,Glutathionylspermidine synthase,Crithidia fasciculata,SINGLE PROTEIN,19
CHEMBL3356,Cytochrome P450 1A2,Homo sapiens,SINGLE PROTEIN,1275
CHEMBL3357,Interleukin-1 receptor-associated kinase 1,Homo sapiens,SINGLE PROTEIN,656
CHEMBL3358,Monoamine oxidase A,Rattus norvegicus,SINGLE PROTEIN,837
CHEMBL3359,Formyl peptide receptor 1,Homo sapiens,SINGLE PROTEIN,202
CHEMBL3360,Adenosine A3 receptor,Rattus norvegicus,SINGLE PROTEIN,344
CHEMBL3361,Dopamine D4 receptor,Rattus norvegicus,SINGLE PROTEIN,114
CHEMBL3363,Protein-glutamine glutamyltransferase E,Homo sapiens,SINGLE PROTEIN,61
CHEMBL3364,"Inositol 1,4,5-trisphosphate binding protein",Rattus norvegicus,SINGLE PROTEIN,2
CHEMBL3365,Neuronal acetylcholine receptor protein alpha-7 subunit,Mus musculus,SINGLE PROTEIN,20
CHEMBL3367,Methionyl-tRNA synthetase,Escherichia coli K-12,SINGLE PROTEIN,73
CHEMBL3368,Glucocorticoid receptor,Rattus norvegicus,SINGLE PROTEIN,118
CHEMBL3369,Neprilysin,Rattus norvegicus,SINGLE PROTEIN,407
CHEMBL3371,Serotonin 6 (5-HT6) receptor,Homo sapiens,SINGLE PROTEIN,2408
CHEMBL3372,Serotonin 6 (5-HT6) receptor,Rattus norvegicus,SINGLE PROTEIN,32
CHEMBL3373,Beta-2 adrenergic receptor,Bos taurus,SINGLE PROTEIN,62
CHEMBL3374,Angiotensin II type 1a (AT-1a) receptor,Bos taurus,SINGLE PROTEIN,301
CHEMBL3377,Neuraminidase,Influenza B virus (strain B/Lee/1940),SINGLE PROTEIN,208
CHEMBL3378,Tumor necrosis factor receptor R1,Homo sapiens,SINGLE PROTEIN,116
CHEMBL3379,Cytochrome P450 4F2,Homo sapiens,SINGLE PROTEIN,1
CHEMBL338,Dopamine transporter,Rattus norvegicus,SINGLE PROTEIN,2897
CHEMBL3381,Small conductance calcium-activated potassium channel protein 3,Homo sapiens,SINGLE PROTEIN,45
CHEMBL3382,Phosphodiesterase 4B,Rattus norvegicus,SINGLE PROTEIN,36
CHEMBL3383,Carboxylesterase,Sus scrofa,SINGLE PROTEIN,35
CHEMBL3384,Protein kinase N1,Homo sapiens,SINGLE PROTEIN,96
CHEMBL3385,MAP kinase ERK1,Homo sapiens,SINGLE PROTEIN,201
CHEMBL3388,Ryanodine receptor 2,Rattus norvegicus,SINGLE PROTEIN,1
CHEMBL3389,Lactase-glycosylceramidase,Rattus norvegicus,SINGLE PROTEIN,20
CHEMBL339,Dopamine D2 receptor,Rattus norvegicus,SINGLE PROTEIN,4378
CHEMBL3390,cAMP-dependent protein kinase alpha-catalytic subunit,Rattus norvegicus,SINGLE PROTEIN,8
CHEMBL3391,Threonyl-tRNA synthetase,Homo sapiens,SINGLE PROTEIN,25
CHEMBL3392,Thermolysin,Bacillus thermoproteolyticus,SINGLE PROTEIN,143
CHEMBL3393,"Acetyl-CoA acetyltransferase, mitochondrial",Rattus norvegicus,SINGLE PROTEIN,43
CHEMBL3394,Tubulin beta chain,Bos taurus,SINGLE PROTEIN,248
CHEMBL3395,Glutamate receptor ionotropic kainate 2,Xenopus laevis,SINGLE PROTEIN,3
CHEMBL3396,DNA topoisomerase II beta,Homo sapiens,SINGLE PROTEIN,24
CHEMBL3397,Cytochrome P450 2C9,Homo sapiens,SINGLE PROTEIN,2212
CHEMBL3399,Sodium channel protein type II alpha subunit,Rattus norvegicus,SINGLE PROTEIN,88
CHEMBL340,Cytochrome P450 3A4,Homo sapiens,SINGLE PROTEIN,3649
CHEMBL3401,Pregnane X receptor,Homo sapiens,SINGLE PROTEIN,221
CHEMBL3402,Alkaline phosphatase placental-like,Homo sapiens,SINGLE PROTEIN,700
CHEMBL3403,Butyrylcholinesterase,Rattus norvegicus,SINGLE PROTEIN,233
CHEMBL3404,6-phosphogluconate dehydrogenase,Homo sapiens,SINGLE PROTEIN,13
CHEMBL3406,C-C chemokine receptor type 3,Mus musculus,SINGLE PROTEIN,9
CHEMBL3408,Polyamine oxidase,Mus musculus,SINGLE PROTEIN,3
CHEMBL3409,Glutathione S-transferase A1,Homo sapiens,SINGLE PROTEIN,19
CHEMBL341,GABA receptor alpha-2 subunit,Rattus norvegicus,SINGLE PROTEIN,21
CHEMBL3411,Prenyl protein specific protease,Homo sapiens,SINGLE PROTEIN,3
CHEMBL3412,Matrix metalloproteinase 11,Mus musculus,SINGLE PROTEIN,31
CHEMBL3413,Ecdysone receptor,Aedes aegypti,SINGLE PROTEIN,34
CHEMBL3414,Human herpesvirus 5 DNA polymerase,Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5),SINGLE PROTEIN,60
CHEMBL3415,Thymidine kinase,Human herpesvirus 2,SINGLE PROTEIN,75
CHEMBL3416,Human herpesvirus 2 protease,Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus2),SINGLE PROTEIN,45
CHEMBL3419,Carboxypeptidase B2 isoform A,Homo sapiens,SINGLE PROTEIN,97
CHEMBL342,Glutamate [NMDA] receptor subunit 3A,Rattus norvegicus,SINGLE PROTEIN,20
CHEMBL3420,Voltage-gated calcium channel alpha2/delta subunit 1,Rattus norvegicus,SINGLE PROTEIN,2
CHEMBL3421,Phosphodiesterase 1A,Homo sapiens,SINGLE PROTEIN,32
CHEMBL3422,Steroid 5-alpha-reductase 1,Rattus norvegicus,SINGLE PROTEIN,30
CHEMBL3423,Methionine aminopeptidase,Escherichia coli K-12,SINGLE PROTEIN,211
CHEMBL3424,Protein kinase C epsilon,Rattus norvegicus,SINGLE PROTEIN,2
CHEMBL3425,Neuropeptide FF receptor 2,Rattus norvegicus,SINGLE PROTEIN,23
CHEMBL3426,Serotonin 5a (5-HT5a) receptor,Homo sapiens,SINGLE PROTEIN,466
CHEMBL3427,Dopamine D2 receptor,Mus musculus,SINGLE PROTEIN,167
CHEMBL3428,Ghrelin receptor,Mus musculus,SINGLE PROTEIN,2
CHEMBL3429,Estrogen-related receptor alpha,Homo sapiens,SINGLE PROTEIN,92
CHEMBL343,GABA receptor alpha-1 subunit,Rattus norvegicus,SINGLE PROTEIN,22
CHEMBL3431,Beta-mannosidase,Rattus norvegicus,SINGLE PROTEIN,6
CHEMBL3433,Neurokinin 2 receptor,Oryctolagus cuniculus,SINGLE PROTEIN,182
CHEMBL3436,Phenylalanyl-tRNA synthetase alpha chain,Staphylococcus aureus,SINGLE PROTEIN,48
CHEMBL3437,"Amine oxidase, copper containing",Homo sapiens,SINGLE PROTEIN,138
CHEMBL3438,Protein kinase C zeta,Homo sapiens,SINGLE PROTEIN,864
CHEMBL3439,Aminopeptidase A,Homo sapiens,SINGLE PROTEIN,59
CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,SINGLE PROTEIN,3048
CHEMBL3444,Malate dehydrogenase mitochondrial,Sus scrofa,SINGLE PROTEIN,25
CHEMBL3446,Serotonin 2a (5-HT2a) receptor,Bos taurus,SINGLE PROTEIN,128
CHEMBL3448,"Mannosidase 2, alpha B1",Rattus norvegicus,SINGLE PROTEIN,5
CHEMBL3451,Glutamate (NMDA) receptor subunit zeta 1,Sus scrofa,SINGLE PROTEIN,3
CHEMBL3452,Vitamin D receptor,Bos taurus,SINGLE PROTEIN,12
CHEMBL3453,Bradykinin B2 receptor,Oryctolagus cuniculus,SINGLE PROTEIN,23
CHEMBL3454,Dipeptidyl peptidase I,Mus musculus,SINGLE PROTEIN,2
CHEMBL3455,Anandamide amidohydrolase,Mus musculus,SINGLE PROTEIN,147
CHEMBL3456,Progesterone receptor,Oryctolagus cuniculus,SINGLE PROTEIN,54
CHEMBL3457,Kynurenine 3-monooxygenase,Rattus norvegicus,SINGLE PROTEIN,68
CHEMBL3459,Serotonin 1b (5-HT1b) receptor,Rattus norvegicus,SINGLE PROTEIN,397
CHEMBL3460,HLA class II histocompatibility antigen DRB3-1,Homo sapiens,SINGLE PROTEIN,26
CHEMBL3461,Neuronal acetylcholine receptor protein alpha-10 subunit,Rattus norvegicus,SINGLE PROTEIN,51
CHEMBL3463,Human immunodeficiency virus type 2 integrase,Human immunodeficiency virus 2,SINGLE PROTEIN,5
CHEMBL3464,"Nitric oxide synthase, inducible",Mus musculus,SINGLE PROTEIN,471
CHEMBL3465,Sigma opioid receptor,Mus musculus,SINGLE PROTEIN,151
CHEMBL3467,P-glycoprotein 1,Mus musculus,SINGLE PROTEIN,101
CHEMBL3468,Caspase-7,Homo sapiens,SINGLE PROTEIN,406
CHEMBL3471,Human immunodeficiency virus type 1 integrase,Human immunodeficiency virus 1,SINGLE PROTEIN,881
CHEMBL3472,Vesicular glutamate transporter 3,Rattus norvegicus,SINGLE PROTEIN,6
CHEMBL3473,C-C chemokine receptor type 3,Homo sapiens,SINGLE PROTEIN,1100
CHEMBL3474,Phospholipase A2 group IIA,Homo sapiens,SINGLE PROTEIN,422
CHEMBL3475,Plasminogen activator inhibitor-1,Homo sapiens,SINGLE PROTEIN,248
CHEMBL3476,Inhibitor of nuclear factor kappa B kinase alpha subunit,Homo sapiens,SINGLE PROTEIN,714
CHEMBL3477,Phosphodiesterase 2A,Bos taurus,SINGLE PROTEIN,27
CHEMBL3478,Phosphodiesterase 5A,Bos taurus,SINGLE PROTEIN,203
CHEMBL3479,Phosphodiesterase 6C,Bos taurus,SINGLE PROTEIN,1
CHEMBL3480,Chitin synthase 1,Candida albicans,SINGLE PROTEIN,31
CHEMBL3481,Carboxypeptidase A1,Bos taurus,SINGLE PROTEIN,86
CHEMBL3482,Beta-galactosidase,Bos taurus,SINGLE PROTEIN,43
CHEMBL3484,Beta-galactosidase,Sinorhizobium meliloti,SINGLE PROTEIN,2
CHEMBL3486,Dihydroorotate dehydrogenase,Plasmodium falciparum,SINGLE PROTEIN,119
CHEMBL3488,Falcipain 2B,Plasmodium falciparum,SINGLE PROTEIN,11
CHEMBL3490,11-beta-hydroxysteroid dehydrogenase 2,Mus musculus,SINGLE PROTEIN,273
CHEMBL3491,Cytochrome P450 2J2,Homo sapiens,SINGLE PROTEIN,23
CHEMBL3492,Proteasome Macropain subunit,Homo sapiens,SINGLE PROTEIN,51
CHEMBL3495,NADP-dependent malic enzyme,Homo sapiens,SINGLE PROTEIN,10
CHEMBL3496,S-ribosylhomocysteine lyase,Escherichia coli K-12,SINGLE PROTEIN,2
CHEMBL3499,Beta-lactamase class C,Enterobacter cloacae,SINGLE PROTEIN,41
CHEMBL3500,Glycine receptor alpha-4 chain,Mus musculus,SINGLE PROTEIN,5
CHEMBL3501,Cholecystokinin A receptor,Cavia porcellus,SINGLE PROTEIN,731
CHEMBL3502,"Glutamate receptor ionotropic, AMPA 1",Mus musculus,SINGLE PROTEIN,4
CHEMBL3503,"Glutamate receptor ionotropic, AMPA 2",Rattus norvegicus,SINGLE PROTEIN,56
CHEMBL3504,"Glutamate receptor ionotropic, AMPA 3",Rattus norvegicus,SINGLE PROTEIN,41
CHEMBL3505,"Glutamate receptor ionotropic, AMPA 4",Rattus norvegicus,SINGLE PROTEIN,40
CHEMBL3507,Mineralocorticoid receptor,Rattus norvegicus,SINGLE PROTEIN,22
CHEMBL3508,Cholecystokinin B receptor,Rattus norvegicus,SINGLE PROTEIN,540
CHEMBL3509,Sodium channel protein type IV alpha subunit,Rattus norvegicus,SINGLE PROTEIN,2
CHEMBL3510,Carbonic anhydrase XIV,Homo sapiens,SINGLE PROTEIN,397
CHEMBL3511,Ornithine decarboxylase,Rattus norvegicus,SINGLE PROTEIN,29
CHEMBL3513,Acidic alpha-glucosidase,Rattus norvegicus,SINGLE PROTEIN,68
CHEMBL3514,LDL-associated phospholipase A2,Homo sapiens,SINGLE PROTEIN,296
CHEMBL3516,Vascular endothelial growth factor receptor 1,Mus musculus,SINGLE PROTEIN,60
CHEMBL3517,Elastase 1,Sus scrofa,SINGLE PROTEIN,6
CHEMBL3518,Human herpesvirus 1 protease,Herpes simplex virus (type 1 / strain 17),SINGLE PROTEIN,27
CHEMBL3520,Envelope polyprotein GP160,Human immunodeficiency virus type 1 group M subtype B (isolate HXB2)(HIV-1),SINGLE PROTEIN,91
CHEMBL3521,Receptor-type tyrosine-protein phosphatase F (LAR),Homo sapiens,SINGLE PROTEIN,131
CHEMBL3522,Cytochrome P450 17A1,Homo sapiens,SINGLE PROTEIN,389
CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,338
CHEMBL3525,Integrin alpha-3,Homo sapiens,SINGLE PROTEIN,7
CHEMBL3526,Muscle glycogen phosphorylase,Homo sapiens,SINGLE PROTEIN,115
CHEMBL3528,Neutral sphingomyelinase,Rattus norvegicus,SINGLE PROTEIN,31
CHEMBL3529,Inhibitor of nuclear factor kappa B kinase epsilon subunit,Homo sapiens,SINGLE PROTEIN,457
CHEMBL3530,Dual specificity mitogen-activated protein kinase kinase 7,Homo sapiens,SINGLE PROTEIN,79
CHEMBL3531,Steryl-sulfatase,Rattus norvegicus,SINGLE PROTEIN,2
CHEMBL3534,Dolichyl-phosphate-mannose--protein mannosyltransferase 1,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),SINGLE PROTEIN,51
CHEMBL3535,Phosphodiesterase 9A,Homo sapiens,SINGLE PROTEIN,112
CHEMBL3536,Heat shock protein HSP 90 (HSP82),Saccharomyces cerevisiae S288c,SINGLE PROTEIN,22
CHEMBL3540,G-protein coupled receptor ChemR23,Homo sapiens,SINGLE PROTEIN,1
CHEMBL3541,Histone deacetylase HD1B,Zea mays,SINGLE PROTEIN,63
CHEMBL3542,Serine/threonine-protein kinase NIM1,Homo sapiens,SINGLE PROTEIN,79
CHEMBL3543,Pyrimidinergic receptor P2Y6,Rattus norvegicus,SINGLE PROTEIN,14
CHEMBL3544,Orphan nuclear receptor LRH-1,Homo sapiens,SINGLE PROTEIN,205
CHEMBL3545,Alpha-L-fucosidase 1,Bos taurus,SINGLE PROTEIN,24
CHEMBL3548,Peptide N-myristoyltransferase 1,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),SINGLE PROTEIN,83
CHEMBL3549,Adenylate cyclase type I,Bos taurus,SINGLE PROTEIN,17
CHEMBL3551,TRAIL receptor-1,Homo sapiens,SINGLE PROTEIN,3
CHEMBL3553,Tyrosine-protein kinase TYK2,Homo sapiens,SINGLE PROTEIN,862
CHEMBL3554,3-dehydroquinate synthase,Escherichia coli K-12,SINGLE PROTEIN,9
CHEMBL3557,"Serine/threonine protein phosphatase 2A, 65 kDa regulatory subunit A, alpha isoform",Mus musculus,SINGLE PROTEIN,3
CHEMBL3558,Gamma-hydroxybutyrate receptor,Rattus norvegicus,SINGLE PROTEIN,12
CHEMBL3559,Steryl-sulfatase,Homo sapiens,SINGLE PROTEIN,354
CHEMBL3560,Malate dehydrogenase cytoplasmic,Homo sapiens,SINGLE PROTEIN,6
CHEMBL3561,GABA receptor rho-1 subunit,Homo sapiens,SINGLE PROTEIN,53
CHEMBL3563,Cruzipain,Trypanosoma cruzi,SINGLE PROTEIN,482
CHEMBL3564,Taq polymerase 1,Thermus aquaticus,SINGLE PROTEIN,89
CHEMBL3565,Dihydrofolate reductase,Neisseria gonorrhoeae,SINGLE PROTEIN,56
CHEMBL3568,"Nitric-oxide synthase, brain",Homo sapiens,SINGLE PROTEIN,948
CHEMBL3569,Squalene-hopene cyclase,Alicyclobacillus acidocaldarius subsp. acidocaldarius (strain ATCC27009 / DSM 446 / 104-1A) (Bacillus acidocaldarius),SINGLE PROTEIN,36
CHEMBL3570,Neurotensin receptor 1,Mus musculus,SINGLE PROTEIN,32
CHEMBL3571,Cannabinoid CB1 receptor,Rattus norvegicus,SINGLE PROTEIN,1627
CHEMBL3572,Cholesteryl ester transfer protein,Homo sapiens,SINGLE PROTEIN,801
CHEMBL3574,Alanyl-tRNA synthetase,Homo sapiens,SINGLE PROTEIN,5
CHEMBL3575,RNase L,Homo sapiens,SINGLE PROTEIN,49
CHEMBL3576,Voltage-gated potassium channel subunit Kv7.4,Homo sapiens,SINGLE PROTEIN,3
